org_uuid,name
6627bd4d-0a91-4ec6-a7d0-c88eead37c18,VNU engageLIVE
8550933f-a2ef-c355-9d9e-447deca8b3e8,Wellhire
87501c54-4f5c-8519-a1a0-8c7a9a7cdd6c,Agribotix
87d365ee-be38-4da1-b729-7ca523ac5a62,Alpin
310a7a33-7642-d2c4-7469-1da5015c8f5b,Box Score Games
55b49f9d-9d67-f0a2-af01-35ce03e2c10f,ZeroPercent.us
a5db3fa9-d310-edec-e73c-e4ec3415139c,Visibly
8ee0b907-9544-4448-bd65-c8758ddbe98f,Zest Health
9d86c67f-8252-0ebc-baeb-659dc7ce6e06,Qualia Health
02c11da6-5131-4849-8266-0caf218f494e,Nexsys Technologies
46923869-7cc2-4804-92e1-b5f037638725,RankMiner
e9d25df5-52fb-7ab9-3c0b-5f0718a04b4d,Integrated Bionics
84270d85-7b62-4e51-8825-c2575e09c469,Restoring Justice
4b6e93db-6bf9-2bc0-02da-0f8775ab9f0b,OpenBiome
4f204af1-f849-d588-6a4f-76e16fc86b25,Beacon Reader
d3e00121-6820-b8f8-571a-e49c1a532db5,iHydrate
85a614c0-7672-4d75-920a-2d60f956c3de,uMETHOD Health
53b89123-954e-c4b5-f77e-e3e4ca5ddf3d,Carista App
638eb669-1657-ea04-594d-4857cf084685,Bardy Diagnostics
3dff3656-fab0-dbf2-22a5-d96897fe4549,Flexe
c9897769-9143-0f2d-54c8-19763b2fe9f5,CyberX
b6e5a7f5-738e-4042-aced-7f4b254d539e,JSonar
03c369d6-470b-eb80-4d0d-b5d011603cd6,PittMoss
0b39facb-59a2-bf6d-a5da-1a2309cd0711,Teadora
eb8b3c03-0e08-a6c1-9224-a9c63110169b,Varidi
e0f531b1-7c07-6004-8c28-2749158e01f0,BrightBox Technologies
f12f3974-39d9-a064-5bc5-d3fddc9306fa,Lioness
18c3ca33-8fbf-4c01-83c4-3b1881d646dc,Bellwether Coffee
d156edac-bf7d-17f4-a38c-34fa40a68ab2,CampusBolt
056756c6-1535-bb60-20e3-749668bae037,Prospect Bio
8f5134da-7242-57b8-d5f6-9d4ddba4541c,Turbo Studios
d6a86562-2bd5-4d64-ed85-00dfec17ca41,Color Eight
7ec9afa4-abad-9230-c75f-516ea2bc3c89,Preemadonna
7e477507-7f90-4306-b483-00e11408b502,Nanova Biomaterials
de7d24c2-7473-edf7-30e3-f3fab8729181,Stockleap
b3b5da8c-20e9-a690-e61d-a942669e4a87,ORIS Intelligence
86d5b35e-00c6-4bbf-9839-3e214709cfb6,Elysium Therapeutics
235a71c1-c94a-9941-51dd-6cee3cfa2163,One Month | Learn to Code in 30 Days
1c89e7f1-3c42-60f5-80cf-dc6f311d77fb,picsell
f46b93e0-bb90-c860-f262-72b2d194bd2e,Klara
7f471e05-cbce-e90c-cfd3-027cbbf5f3cb,CrowdClear
edb4b2d1-de44-7047-ee68-798c6397ddf8,CultureConnect
fd922c91-3cb3-de33-f422-917f9cc3d851,NMRKT
e2651234-8c8e-e66d-54f2-60ee00fc75cc,Sightly
5b54a0a6-ce25-1317-5109-c670c4dbf4eb,Download Movavi Video Editor Plus 2024 Crackeado v24.3.0 PT-BR
c48ee781-dd94-4ce7-b80c-a6b4d525cf14,Parable Health
71f45183-fad5-aad5-a328-4904f1f02d32,Dasher
390738b5-676c-f8e3-761d-ac58d0a226b1,Openfolio
272ffdd1-9d93-93c4-60a3-61c161e45a4c,Twined
8fa58139-2ea6-9713-9799-4a189498afce,Publicfast
d3277f30-f48c-a3a3-63b0-e6056508409b,Cohero Health
e8d809bc-f7f7-1bcd-1913-6223c5749530,Medisprout
902d61b2-7b70-39fd-a61f-c3a9dc44fe1a,Applecart
05addefd-726f-40a3-f2f4-47f123bddce3,University Beyond
d4bdb4eb-757f-2d17-82b2-d9d67df79c47,Naadam
76f4e47b-8fb9-3d82-9f3f-907c7467153a,Drivio
ca950eb2-35fe-e2f7-b6b2-5e3b588feec5,With Clarity
6e414211-ac6e-47d8-b7fb-7396a158bc74,DEV
ca509335-09a5-424b-8cd4-1089ee95eb05,HOM
7e94c14a-4f60-1f12-d297-cabd01a554da,Winclap
9b9768d9-20b2-452a-68df-3007b2741cb5,Holler
e05043d5-c98d-44e8-b278-d4d9937210c1,Thankful
d3375345-2267-04bc-ea59-b530f9cdde69,Medaptive Health
6ac5471f-e81a-6c26-0366-b327bb829b52,Goldbean
55582e9c-70be-75aa-7a33-8587bf0bb991,Symbiont
22756229-5535-4cec-a3fb-7df74c1a2f55,Sustain Natural
f46c447b-414c-0f78-9235-fe66f8e7e611,inFeedo
18253d70-0921-9fe1-eabc-1578e989f11a,Synova Life Sciences
223f004c-eb36-469b-8674-fc26a100b428,Heliogen
748fa9ad-60d7-4b7c-94a8-87d92481ec08,Econscious
62debacf-9121-c749-afe9-9c9b26bade14,Sitecast
d9695ff5-9d4a-46c8-82c0-8abc9df011bd,GARDEN BAR
20b5143a-a354-53fe-9bd2-fd82a4b791c5,Telesense
cd7905cb-1dab-ec66-3c38-f642e1d639f4,Zenyx Inc.
80fc8e13-9088-52a9-e497-1e3747c82264,MOVEHA
8cb385b9-dbbe-13ce-ed0c-8af1290fb2dd,saySquare
acc59055-d72e-a8ac-cc32-3d47066064c7,Auto Chilango
db142db1-2b62-1c3a-c2f0-91c02f928b20,Manufacturers' Inventory
efb968d6-4c76-264d-0f52-ae4330a731b6,MagBioSense
45f15016-51ce-43be-ac8c-303a0bda6a88,Artifox
c56446c8-4be1-4a1f-615f-9fad4db8c313,Learndash
9ae09ec7-4b27-4437-9c54-29ef62d4aac1,Dynamo Metrics
9deadcd7-23fa-c3a7-ee01-b1fccfd87ea3,SwitchNote
160ad18b-16a3-a23e-2c88-5d67fdbae147,RebatesMe
0cdf8967-c3de-507b-5311-68475a097ae4,ArtLifting
9dee2510-ea59-dee4-5887-c2910e31e9f0,PhotoniCare
d461414a-f8b5-817c-2f2d-298b42670cab,Charlotte Angel Fund
9ab923e9-56c4-1e3c-9c93-287e02461ffe,Kudoala
ab69f1a8-53c4-434a-bd49-f3251a7014e1,Stack Lighting
ba8433cb-4cee-c27d-0f8c-a5767c30dcb9,Vader Systems
e30796b0-2966-421d-594e-1b3984d4081e,Progression Labs
758602ea-3669-e6f0-d359-17dc68c2e162,The Guestbook
d37d8940-7095-331a-b506-cf284441611e,Swarmify
fffc2e49-9594-d64d-f3dd-c718d1a7639d,Snapifeye
af278d91-0f53-04cf-41d9-95bcc393fa94,Wellinks
49f9e547-bee2-f9e6-f843-27a0e56a4f31,ModusP
67d25217-19c5-f3a2-69f9-f879a28b2c06,Leaderz
1854fa59-b245-b226-8cd1-792025939a0c,Primaseller
633aa96d-a556-9255-c67f-69797b9d89ac,Mavin
556a290d-e65f-3539-4ca2-edab34956d54,Thinair
21e313fd-5f58-b3bc-3006-78cb1708dadd,FirstImpression.io
368a5863-fce9-bc39-5c5e-98b5882ab19d,RokketLaunch
03b4d7c5-7dc1-e67a-eebc-ca58defa7809,Present
45cf2fdf-16d5-a198-92c9-5ba237890754,A4 Data Technology
8ebfb41b-3040-4f1c-bf77-7d181efdb37e,Molecular Glasses
f8c09efe-a8cb-4879-8a0b-9dfc4ba52476,Origin AI
b1b2421f-e651-7ac1-db54-8edd1ecb406d,Rock My World Media
408ffa68-c148-5db1-9f9f-309ab7df1adc,Doctible
fec1274e-5f33-f61e-855e-40134b8b8a88,Coolan
4e4f7f05-b849-d145-1f6a-f06b48d23a2a,PacketZoom
ce7e2a7f-2592-d703-8ba9-0a1e3100cfcf,Bagaveev Corporation
3608e0a6-c6ef-0d28-3ab3-0fadfc6e25da,Human API
ddcf1eaf-90ad-e018-49b6-bbd1eea4d1bf,Maidgency
65667933-a551-a8b9-2967-2f02b645d92e,Camellia Labs
06a470ac-1f6f-3c12-1899-66763d0510ec,Wholemeaning
dae65a84-43e5-d4b7-acbb-4794243ee7cc,StrengthPortal
becc87e6-16af-4914-94a7-30ec054e1819,Openprise
75afb994-83a6-4116-b197-d54866cb9ce0,Pacific Current Partners
b11e0979-bd10-6dfe-787e-1c19dc783d4d,Skimo TV
89707049-6956-6005-41e1-7adb671406f4,MySkillBase Technologies
de0f6557-0533-f8e1-3186-7f7022766a83,Oklo
bdf88bb6-a7a1-233e-528a-5e02ebd6a848,Oricula Therapeutics
ec1c7828-55e4-44e2-a245-51a867d25c11,Manufacture Good
faec1d03-3c7e-b906-4b0c-9e6b2dcf48e9,BitQuick
e59a1150-5205-223f-9692-09e3b0f616a7,Jaanuu
5d563e06-c852-c788-a1c7-acc24861443b,KPI Fire
c620bd34-1704-4b00-93a7-74c0c4f21550,Torigen Pharmaceuticals
8b96bf2b-e474-2955-f937-8ef3bd3cb448,Tenant Turner
16e691e4-149f-4eda-f806-a3bffd80823f,Cargomatic
abd7d732-dc3b-4223-da5f-7550675cf8e1,VidFall.com
de0114cc-5a4d-4e71-8335-4969a079753f,Pristine Surgical
97b6d66b-9406-36c1-931d-94887fafa2a3,Upkeep Charlie
d516a778-3d36-6c89-c0ff-cc65f178d0a9,Vendalize
f4287f68-efc0-859e-e895-2a8ab871be50,Tailored Fit
69b3af7d-26d3-6954-0f47-2a22e909f50e,Gecko Robotics
8db9e362-eb49-4bb7-997e-82be5f087b8f,Bit Fry Game Studios
16ec78a3-f64f-400f-9cb3-e728850aed5b,Atlas Energy Systems
00921714-dd14-07d2-fd70-93c106db437c,Kiko Labs
c28e78f2-05ba-104e-aa9e-44b939cd57f7,Dynamic Wealth Solutions LLC
b4bd03d0-b5a3-9c76-dc72-a4341771b6a5,Ecoviate
32b07665-f481-e524-048d-85c39b09a0fa,NewsCastic
eb34de3f-73b4-b526-7bf1-aeed1ce211d9,MatterFab
cbf0fe49-1a2d-b068-935c-cb156987902f,Appscotch
bcf2f6db-9731-42b5-56e4-b9c1dd8b911f,Creative Bioinformatics
1df528aa-33c3-49ab-aed3-391674d83090,RaiseTheMoney.com
efb90fae-42b6-525e-50bf-230f1310f5d5,Open Me
42226190-ca53-193b-f474-a85722a85241,Cinpost
35181dcc-7433-5b3c-c022-38938cda2da5,RushOrder
8d1e0948-b7b2-a96e-becc-cbc1eca77394,Fame & Partners
1b8ea2a3-db74-d80c-954e-cf81c240193b,Discotech
f48a8e9e-988f-4342-dea1-3ead78998827,Soothe
43f4e24d-6307-47a4-9cb0-a94a7f1ea60e,UniqueWire
a3fccd98-ea1e-93ae-2abc-38ef9c5108f6,Vantage Robotics
f6ad9df0-0276-25c7-b5d9-f5acd754e7b9,Musely
d122956e-a031-a15f-9b2c-1746aae640cb,ManageUP PRM
aee72cd3-afce-c0f4-25f5-d64c2af8eee8,Atomiton
0b2d04a9-05e8-d6c1-aa58-5d6283909249,Motoroso
d702d2b3-314a-c4f7-4c44-b9da0979fe1b,HealthPlotter
162979df-d197-38a9-6190-0d9ae64226b0,CourseWeaver
a772941b-98d2-0e78-1905-b783b66398f6,WeGreek
01e413e6-4bf8-7481-e1d4-a56e25a3286b,Revolution Bioengineering
20b6c595-cae2-63c7-c3c1-b9b3bd84ce05,Seratis
4dcdbcce-73e6-62d1-f637-fd0f46de5d03,ARMO BioSciences
af119582-d28f-739a-6773-5917475aca9e,Shopparity
93c572e0-194b-94d3-9343-3c5b6fadf825,expresscoin
a9194304-0aec-cf03-a99b-41db994c4c3c,Beautycounter
ab8960b1-e550-4ccf-a9e2-dedec461ed48,ENKI Technologies
2880e7fe-b456-9735-d53e-80c4d85230ef,Flip Flop Shops
18233945-bd07-7238-5cb2-9c11807d6be9,ActiveNet
18daef83-fddf-b6f7-bd02-5839d10ef505,Relink
859bed37-4434-ef7d-04a0-bffe940c7aca,Credibase
cc2cf3ca-8299-60db-2880-9cbf2086131e,LabSynapse
231e0f6b-8bdf-28b0-a82c-b42bdec2c67d,Wink
77253939-17c5-cdb5-a698-0b2213140c32,Audience.fm
3d94cc89-3573-bfc4-803a-87b529b34ed9,Iterable
c06335a0-4c2a-edc2-03f8-36e272f4049a,Teleborder
df02d022-5603-bf5e-ad42-2a0a35919fa2,CloudEngine
84b26696-733f-5ab4-8777-c12b7e93c73d,Runnable Inc.
bda8111c-50db-86e6-019c-766d7fe4719c,Assembly
fb122df2-3342-6f2a-e811-94047cd8be7c,Splendid Lab
5fcd35cc-de23-b980-ebe2-43cc8de93355,EdPuzzle
c71a8c71-3d56-cb4b-100e-02789700de72,Satomi
54f44c29-cb14-fb04-df62-6fbd3c499a50,3DPrinterOS
4eec9b75-9279-425d-e382-d3a6457214c0,Chalkup
79fd01f6-8873-6282-a9ea-27622d0bbdcb,10sec
1b5270ac-5e85-5bb0-ee99-fe725ac6f0d6,Amino
485b0360-70ab-091b-4d59-7310624a6113,Smile Family
3a25d245-9148-117d-8042-78094bd178e6,Kamila Dmowska INC
5a690501-7235-c64c-f7f6-46633f697ad5,Bellabeat
906d3a37-4716-9ee7-4cfa-e2b3dc1dbac3,Do
2058292b-26bd-03da-b650-85c0b348cc23,Shift
44454c5e-e304-05db-8bad-3c28703b32a1,CrowdForce
3b8fe724-da5b-a198-93bd-f4130eaf5d46,TAC Security
5c0b1014-f237-4d25-b3d0-fc3c0bac7f59,Boostable
6336d690-6827-2c64-ed98-dd47c98c5171,Vali Nanomedical
33637bdd-c0c3-9197-7aa5-c4a4b3dfeed3,HintBox.ai
c6ed4100-2d33-df53-25d7-2a0878f648ae,Batch Made
d7763b60-5c69-f201-71b5-f0620e67582c,Tule
73fad102-e114-b6c8-5f5e-0ab561c3aec3,Orion Labs
3ef3b313-d0fc-0009-44f0-1e2b8f4c971f,Jogabo
33bf04cd-1af8-6243-4308-bc06354b3706,Stride Health
ab254b4a-aea0-96c5-06c2-fa7287365695,Posthaven
fccafc13-b1e3-4b9e-3c0a-d4591b18660d,The Last Guide Company
09b282c4-7aab-204f-d8b1-6bab54f48ad3,MonkeyParking
2f4d3c01-61c4-cbc7-94e1-88dde14676ed,RageOn!
d1ae6475-ba30-982c-49b1-45f844b2a714,Resoltz
7b43f786-2b38-410f-a1b6-31453230ac58,Rave Social
77a91e14-0d73-a334-16a8-38d242080ab9,Velo Labs dba Lattis
d2745c9c-8a0b-4ea5-0a44-644b1f2cdee3,AWAIR
6cd0e770-7c27-b7d2-a7b1-ec2e3b322308,Singular Bio
f141b917-22c8-5115-e88a-a13d7523b34e,Primer
4ab5ad0d-9a1a-4d66-3ac2-4039c8573bbc,VaycayHero
c703fbe3-1a1f-a446-5a07-27446e11484b,Outbound.io
7a101888-c71d-9c1b-a6e1-284192fc899b,Lyte
a00f3781-7e43-b1e3-3ae9-fae9a7e3f8a7,HealthSherpa
59c42b63-64eb-89e2-5ee5-2bc73350d0d4,Community Arts Stabilization Trust
0909de64-7f1a-c2b4-30f6-a2790e4effeb,Ylopo
5dfda8c7-bcb5-c4b3-ec43-a7bb9ce5a8ff,MobiChord
0bb1af15-619b-4f43-8b28-560a416370d0,Flick
922b72e7-dd80-4861-9a95-0884985f3889,Menuat
720509dd-f011-d3d3-a61e-976f17b0bc24,Pops Diabetes Care
d4ab5d3b-22d2-b03b-d14e-c2d240d4c35d,Blade Therapeutics
c75aabbd-2515-07de-b5cc-0c7558cac730,MiNDERA Corporation
b2d0d3dd-5f19-c340-aef5-6ebe77fd7e0d,Truth
ec6b3c25-e023-3a31-2e0d-f11fbbbea924,The ONE Music Group
201dde3f-9377-3e1e-52b7-0522940c895a,M3D LLC
3bc6d4a7-12fb-4f33-56fc-3672fbfece98,Retora Black
3aa706d7-df19-6a11-d7e1-11900d46a37d,Respi
b7b70f81-f2eb-f8ff-d7eb-3dfb2bbc9603,Stanley Robotics
82f67903-31e8-922e-7c70-025fc00ca161,yourClass Education
eac879ae-006e-7050-607d-e28b5ec3abe6,Peoplug
ec27bcbe-7bc9-74ef-9eb1-71486ee3427a,Convead
1e91bbef-97be-4c4c-73f0-4f7d99af9b7f,RTB-Media
273c30a5-8143-c69e-5034-108b533a8709,Cairn
cbd6f35f-7af6-9021-25ba-99f13436ba01,eVisit
d9bb5d20-b4dd-999c-41ae-184066766142,Petrichor
4ab08ce8-be72-51f1-6b71-6c3aa411d458,GadgetATM
307bc12a-abeb-57c3-f778-31e09902ca03,Clickypass
3d54ec19-0948-47b2-8e7b-4c236aa08951,RxMP Therapeutics
fe9c686d-0481-4ab7-7a46-8b748c77d162,Offerboxx
576291dd-f45a-4029-b01b-a3b495361fb5,Creature Comforts Brewing
fb4f94a8-0696-829c-4bcd-8fcd284d4889,BeehiveID
2f85a3c8-9f02-9fc0-4fa2-77d91b266fc3,MailLift
b728140c-1a40-92b2-d11a-e52600d013ba,Pingboard
c31086e1-3b3b-f8eb-da29-ed8ee453c1d1,Arcivr
50f53c7e-97d9-631a-a4cd-04660198104b,Unbill
2beb8fa0-f13a-c796-6a16-3a2efc072d5b,Atlas Wearables
ec1e033b-7342-9845-15a3-7e30c32f273a,CrowdStreet
aaebc668-0ed2-e214-ce03-d82a9e89cf73,NarrativeDx
2aeac3c1-47fd-340d-9fe8-d672eae5b4c2,AlertMedia
94d70dd5-a329-9bc9-b742-ef2cddabc90a,SolidFace Technology
bdee98ed-a881-40d6-c763-0297ac9d00f7,Babbler
e40b2ebc-7263-5833-4537-120549f6a4ce,Aspire Food Group
8fc30890-167e-4773-8fc3-a54b433f05ea,Magma
22b31433-d638-494f-ad1b-bb32e8196620,Carestarter
857786ca-dac8-6781-431d-2c2255f1e2f4,coUrbanize
80e90555-ed5b-0f2b-3465-eeb22b1f4310,Ten Percent Happier
5824620e-4983-4939-eeb9-a0632d18568d,Roojoom
45a8a2d2-d13f-b336-348a-2b0bc1a80b01,Catalant
8a412b05-cddb-16c3-ae54-c730feb2d9ea,Future Insight
117e7f58-6506-f56c-6572-dd273fc1bbe7,Urban Leash
96ff72c4-66d2-36a8-3fc1-dda900fc0600,Sonation
7179061a-5a43-8f9e-0e74-c6fe4a8121bd,Gamalon
4bfa0df9-c3c2-1eb6-acd9-e64946284dbf,Lantern Pharma
182f7b16-0993-43a0-10fa-5efedc0ed6b7,Outdoors.io
76365877-e438-2050-3e86-920676f40003,Ascent360
501b341f-56d2-9bcb-d0c3-586c09ec5c12,MagTag
f501a174-d5e5-648b-d3f3-e8b1801a6798,NitroPCR
a1d752b4-10f5-a734-a685-1d5a7fa3db8b,Flynn
a7e4d0be-040f-c404-9e63-1f48c543c497,ThreatQuotient
9d34ec20-d1af-16ba-a3eb-1aaf95fc856c,AFINITY
a235d718-85b9-64cc-3897-4aad4c2f96cb,TripScope
f4aa9fc1-a51e-8406-adac-5c791c01a611,PBXDom
6d65c276-b1bf-473f-bef0-41f5d4174d5a,BlockScore
027a9a0d-4253-6e60-8742-536e0ea84aff,Atlantic International Corp.
ac93ded2-afa9-1d84-ebd2-4d57bb4ded9d,Cooleaf
704b794a-03b3-9d70-52d2-3175b37915a9,Xquva
e1bd2f0a-37b2-57a1-671a-b6c4ad0df74a,Kanga Technology
882a6be3-e61e-74a3-ba10-1e816ccedf0a,Partpic
da8c50fe-6892-b0cc-acdc-cb24f0d29a79,BeatDeck
c61d7392-29f2-65b3-6cc8-027ae07ff52a,Voxa
ce5a05db-270e-a315-6ab4-36f9f78d6ea4,Shot Stats
44d88d43-cbda-5641-d49c-9ae5ff9d0082,JoinMe@
867a2610-2fba-6d0e-01a1-f73df70dc49e,SingleOps
e466b3fe-c51d-2e65-6d2e-3fe01043c662,Women Who Code
bf86937f-47e1-39e4-7ae6-dc7c5d7c315c,NFANT Labs
7d01c707-0e2f-4150-9e2d-a52d371612a3,W9manager
f401aa0d-1385-3c2c-fa87-c143d880ae8c,MedAware Systems
28a2b960-a446-4409-a412-4c3f5fe3d349,GrowRay
3983a697-4c97-42e9-b5cd-c42bc8fd7067,Femi Secrets
a5296c22-cd6b-bf04-731d-1f7afd0c896f,Raise
21d42447-b31f-173e-dc0c-6018ecb1fd06,Edovo
cc4ca63d-4329-0d0e-436f-ed09dd84a099,Packback
1c835892-6ab1-0c92-f05b-d8ca2d05ecfe,"Health As We Age, Inc."
573c2537-7fc9-d71d-e10c-9d12b3d9ff6e,LeaseMaid
3219009b-0c0c-05c6-8893-e8d1a9f4bf94,TapGenes
4407d2b6-7dc1-17c8-0d6e-b398665cdb77,King of Maids Chicago
013f9cf0-a3a7-9518-d0ac-71c24ca6f638,MortgageHippo
5a9d8f24-bc9a-bac9-8ff2-1beccd5f90fb,AMOpportunities
8445c917-e76d-48ab-4f9e-3a903ea440dc,Caktus
6deb5b03-6327-c2c3-5e45-8d01aba38a17,Spirit Shop
b44a9f04-86c2-0749-b732-9ceb1636140c,Floyd
81b4d602-5ae6-b085-5b52-2eb27f400efd,Helion Energy
cd7fb0cb-214f-8f49-5225-38e6b08525f3,myTurn
65d4816c-265a-ec56-8a91-091d0d5c6d65,Lockr
66ae7ca5-c248-70e6-ec6a-e382542feba9,Ocuvera
cea87957-b971-4e2e-bfb4-80642ba05681,Naturalicious
8b65cd12-7fed-fe51-fa0a-7606773744ab,MdotLabs
47cd4dc6-d49a-7736-c099-6141e1fe1a58,Forkforce
a03ce2ae-5701-56a2-77cc-863de079db34,Kids360
2dd25fb3-ce9b-6f2a-050a-761d7e025905,Soundstache
51527206-b598-e3d9-2786-075e43ca6843,Jurni Inc.
8892a32e-fce6-1746-0c12-50837eb97e2f,tbh
94a689ca-5adf-46d2-929f-dfa3a1a26dfb,GYFTS
58166514-e3ef-2b2b-dd78-d372718f296a,Constant Insight
66597253-1219-357c-6582-054e68f3b632,Green Seed Investments
3abff0c8-00d3-34e1-a077-8fb92e23577f,reKode Education
1e058427-8356-4df6-87f1-a53eed3d2910,Ranku
bd7e238d-4bd1-345b-76cd-22c42f0d21f7,Pawzii
8969461d-09ba-0fea-78b7-cc75a05cf736,Tansa Clean
c2a3f4e9-e2b9-4f91-0380-3da4e6357437,Record360
5eff3e7b-90b1-f250-5653-1af92ddb9ad8,Sqoop
1ae7820c-c73e-9d32-6df4-749933fc152b,SpoonRocket
e79ae288-5029-01fa-2e13-273cf08ef4fb,Zephyrus Biosciences
89721e0f-8c4b-ca82-08f8-61366bcc5457,"FlightRecorder, Inc."
ab776f08-83fe-4a4f-41e3-a2b7d954094f,WriteLab
f990da89-cd78-0d62-b947-549cede4d683,Build & Imagine
c5fcdaec-6a62-1ad8-ac7e-e1b8baf1f53a,WearPoint
e1944273-5664-afeb-115f-c5b24bdbd47a,Hopscotch
4265947e-e110-8d3c-be68-99dd69450055,Yhat
893ef413-676c-584d-5085-0728418cb60e,Seeds
db272394-61aa-1620-d9dc-f00a3b9606b9,Hey Gorgeous
20f86303-3684-051b-a6fe-b67fdd1f164b,Protes
ed51ae95-cd71-5997-b77c-535cdc0d697c,Raynforest
2535ec59-4a71-cda3-814d-8daa22552b17,SurveySnap
8f86d0e8-f61f-65df-2cb6-b8aaa7fd19c0,Simple-Fill
6896143a-0c72-343c-7b05-870277c665bd,AMPY
53106cad-304e-407a-b946-ae114b6e562a,Accordant Technology
5c6abef5-64f0-2652-aa0a-839e88046365,Aureus Analytics
11564144-529c-61b9-fb28-544c2432581a,Minded
c1fe5c78-396e-8364-21dd-a101b02c6077,Zumi Networks
3c076387-2515-b7ad-53ec-6cf32e7be712,Skillbridge
5b0d0f47-4e00-3594-8d4c-f24ad23dd638,CaseRails
c465d08d-6f2b-0fbf-cb7a-95a11e4066a2,Knozen
5ebaca63-3f28-859c-4977-8b9cc74f66f3,FlyCleaners
16f5ecc4-652f-af19-db9e-3e1ada29c5f2,SIVI
82829382-5438-c422-6735-fc0578efff77,RetSKU
22272235-ed06-ce8b-c34f-6dc0d38150b7,StatSocial
412a95bf-0695-7390-965a-b9422cea67c5,DooBop
6ad6b173-f321-1d45-7712-e9580882866f,Confide
1810976e-ba96-388b-2ef2-3c58bb23c29c,Counselytics
fd0b9c26-f7f8-885e-39e4-e82c2517f4d4,SecurityScorecard
2ad4aea2-6c34-1f31-066d-fabc0ce51875,Harry's
a172e697-9eb2-a494-ec8f-3ba6fed91735,wrkbench.io
4df6d6b3-e8a1-9206-7ea4-a4e7775bab45,Rebel
26ed62ef-38d3-7d0d-cdc1-78c2f45eee8c,Chicory
1f3009e3-b1d8-cb79-e87b-422a0ef1528f,EQUIP Advantage
847bac50-a589-14a5-d170-8d21cb899b7c,Ready
5ffae28d-c720-aa74-125c-b2beb20b2c11,Cream NYC
6486ecbe-406f-0241-c6cb-3132c4521f19,HackHands
cf747821-27b8-b75e-30a6-37dc901cc69d,Synup
c1f86ace-4aaa-3a58-dbd7-857582dc83a9,Ringly
773e8ea1-2eea-58a0-64ba-43bbf33e2c31,Minibar Delivery
8b62bcfe-983c-944a-719d-6c2134137396,Flipsicle
0e8b4217-6157-c3dc-2c4d-2280bbd56e72,Body Labs
b94c2092-d566-d933-405e-f44657b60274,Vixxenn
98765f67-f571-5363-c394-8c8d715a7f8c,CoderLoan
464cc5fd-2779-3ed9-9fea-459f9219d381,Dextro
b0ab2f92-0edf-b9bb-24f2-6e586997c15b,SoundScope
7f7d0d15-1d29-374b-b790-b13f18a98153,Thoughtly
66d88992-ad1a-ecce-ab03-b949d43b83fb,Cloe
9cfffed7-b1ca-5965-bcbe-3ae2dc618fb6,Fohr Card
ecc7fcd6-0bc3-9a0e-61d6-d39e680febcc,Quill
a8842011-33db-eb2b-2962-1c07bf5e8021,Rabt
12f03721-52c7-9f89-b180-a22da82de429,Blueground
4afccfbd-cb75-0f42-836e-ac849d1aa1bf,Verifcient Technologies
2083e679-ddbd-d9fb-9cec-e672d7c5ae2c,Ringblingz
abe9cf0b-d0fa-9d21-d5fe-10987b855192,Siren
a5ce31ef-301b-d4d4-f159-c8294e90222e,Wallplay
aeb65422-3efa-2f03-3076-218bc0c378ad,Centrallo
